Emotions,Path
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-02-01-02-01-19.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-02-01-01-19.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-01-02-02-19.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-02-01-01-01-19.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-01-01-01-19.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-02-01-02-02-19.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-01-02-01-19.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-02-02-02-19.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-02-02-02-01-19.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-01-01-02-02-19.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-02-02-01-02-19.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-01-01-01-19.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-02-02-01-01-19.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-01-01-02-19.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-03-02-02-01-19.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-02-01-01-02-19.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-08-01-01-02-19.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-02-01-02-19.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-08-02-01-01-19.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-02-01-02-19.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-08-01-01-01-19.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-02-01-01-19.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-08-02-02-01-19.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-01-01-02-19.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-02-02-02-19.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-01-02-01-19.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-01-01-01-19.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-01-01-01-19.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-01-01-02-19.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-08-01-02-01-19.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-02-02-02-19.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-02-01-01-19.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-01-02-01-19.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-01-02-02-19.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-02-02-02-19.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-08-02-02-02-19.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-02-02-01-19.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-01-01-02-19.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-01-02-02-19.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-01-01-02-19.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-01-02-01-19.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-08-02-01-02-19.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-01-02-02-19.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-01-02-02-19.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-02-02-01-19.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-02-01-02-19.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-02-01-01-19.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-04-02-01-02-19.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-01-01-01-19.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-01-02-01-19.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-02-02-01-19.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-07-02-01-01-19.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-02-02-02-19.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-08-01-02-02-19.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-06-02-02-01-19.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-02-01-01-02-20.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-01-01-01-01-20.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-02-01-01-01-20.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-01-01-01-20.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-01-01-02-01-20.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-01-01-02-02-20.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-02-02-02-02-20.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-02-01-02-01-20.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-02-02-02-01-20.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-02-02-01-01-20.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-02-02-01-02-20.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-01-01-01-02-20.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-02-01-02-02-20.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-01-02-02-20.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-08-01-02-02-20.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-02-02-01-20.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-02-02-02-20.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-02-01-01-20.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-02-02-02-20.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-08-01-01-02-20.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-02-01-01-20.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-01-01-01-20.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-01-01-01-20.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-02-02-01-20.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-08-02-01-01-20.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-02-02-02-20.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-01-02-01-20.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-08-02-02-01-20.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-01-02-01-20.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-02-01-02-20.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-02-02-02-20.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-02-01-02-20.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-01-02-01-20.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-01-01-01-20.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-01-02-01-20.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-02-02-01-20.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-01-01-01-20.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-02-01-01-20.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-01-02-02-20.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-08-02-02-02-20.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-01-01-02-20.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-01-02-02-20.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-08-02-01-02-20.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-02-01-02-20.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-01-01-02-20.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-08-01-01-01-20.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-01-02-02-20.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-01-02-01-20.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-01-01-02-20.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-02-02-02-20.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-02-01-01-20.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-07-01-02-02-20.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-02-02-01-20.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-08-01-02-01-20.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-03-02-01-02-20.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-02-01-01-20.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-06-01-01-02-20.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-02-02-01-20.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-01-01-02-20.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-04-02-01-02-20.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-01-01-02-02-21.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-02-01-01-01-21.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-02-01-01-02-21.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-02-01-02-01-21.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-01-01-01-01-21.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-01-01-02-01-21.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-01-01-01-02-21.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-02-01-02-21.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-08-01-01-01-21.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-01-02-02-21.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-01-01-01-21.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-02-01-02-21.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-02-01-01-21.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-01-02-02-21.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-01-01-02-21.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-01-02-01-21.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-02-02-02-21.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-02-02-02-21.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-02-02-01-02-21.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-08-02-01-02-21.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-02-01-01-21.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-01-02-01-21.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-02-02-01-21.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-02-02-01-01-21.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-02-01-01-21.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-02-02-02-21.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-01-01-01-21.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-01-02-01-21.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-01-01-02-21.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-02-02-01-21.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-02-02-01-21.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-08-01-02-01-21.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-01-02-02-21.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-02-01-02-02-21.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-01-02-01-21.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-08-01-02-02-21.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-01-01-01-21.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-01-01-02-21.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-08-02-01-01-21.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-01-01-02-21.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-02-01-01-21.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-02-01-01-21.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-02-02-02-02-21.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-02-02-01-21.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-02-01-02-21.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-01-02-02-21.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-01-02-02-21.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-08-01-01-02-21.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-02-02-01-21.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-02-02-02-01-21.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-06-01-01-01-21.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-02-02-02-21.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-01-02-01-21.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-03-01-01-02-21.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-01-01-01-21.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-07-02-01-02-21.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-05-02-01-02-21.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-04-02-02-02-21.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-08-02-02-02-21.wav
surprise,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_21/03-01-08-02-02-01-21.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-01-02-01-22.wav
happy,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-03-02-01-01-22.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-01-02-02-22.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-01-01-01-01-22.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-04-02-02-01-22.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-02-02-01-22.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-02-02-02-22.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-02-01-01-22.wav
fear,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-06-02-02-02-22.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-01-01-02-02-22.wav
neutral,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-01-01-02-01-22.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-01-02-01-22.wav
sad,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-04-02-02-02-22.wav
angry,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-02-01-02-22.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-02-01-02-22.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-01-01-02-22.wav
disgust,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-07-01-01-02-22.wav
calm,/content/drive/MyDrive/Colab Notebooks/speech/dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-02-01-01-01-22.wav
